Taxonomy.Order,Category,English.name,Scientific.Name,English.India,IUCN,WG,Genus.Name,Species.Name,Subspecies.Name,Feeding Guild,Raptors,Primary Hole-nesters,Woodland Understorey Birds,Parasitic Cuckoos
25976,species,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,,,Trochalopteron,erythrocephalum,,Understory-Insectivore,,,X,
25980,species,Assam Laughingthrush,Trochalopteron chrysopterum,Assam Laughingthrush,,,Trochalopteron,chrysopterum,,Understory-Insectivore,,,X,
26003,spuh,Trochalopteron sp.,Trochalopteron sp.,,,,Trochalopteron,sp.,,Understory-Insectivore,,,X,
26004,spuh,laughingthrush sp.,Garrulax/Ianthocincla/Trochalopteron/Montecincla sp.,,,,Garrulax/Ianthocincla/Trochalopteron,sp.,,Understory-Insectivore,,,X,
26005,species,Rufous Sibia,Heterophasia capistrata,Rufous Sibia,,,Heterophasia,capistrata,,Canopy-Insectivore,,,,
26009,species,Gray Sibia,Heterophasia gracilis,Grey Sibia,,,Heterophasia,gracilis,,Canopy-Insectivore,,,,
26022,species,Beautiful Sibia,Heterophasia pulchella,Beautiful Sibia,,,Heterophasia,pulchella,,Canopy-Insectivore,,,,
26023,species,Long-tailed Sibia,Heterophasia picaoides,Long-tailed Sibia,,,Heterophasia,picaoides,,Canopy-Insectivore,,,,
26028,species,Silver-eared Mesia,Leiothrix argentauris,Silver-eared Leiothrix (Silver-eared Mesia),,,Leiothrix,argentauris,,Canopy-Insectivore,,,,
26039,species,Red-billed Leiothrix,Leiothrix lutea,Red-billed Leiothrix,,,Leiothrix,lutea,,Canopy-Insectivore,,,,
26046,species,Red-tailed Minla,Minla ignotincta,Red-tailed Minla,,,Minla,ignotincta,,Canopy-Insectivore,,,,
26051,species,Rufous-backed Sibia,Minla annectens,Rufous-backed Sibia,,,Minla,annectens,,Canopy-Insectivore,,,,
26060,species,Bugun Liocichla,Liocichla bugunorum,Bugun Liocichla,Critically endangered,,Liocichla,bugunorum,,Understory-Insectivore,,,X,
26062,species,Red-faced Liocichla,Liocichla phoenicea,Red-faced Liocichla,,,Liocichla,phoenicea,,Understory-Insectivore,,,X,
26069,species,Hoary-throated Barwing,Actinodura nipalensis,Hoary-throated Barwing,,,Actinodura,nipalensis,,Canopy-Insectivore,,,,
26072,species,Streak-throated Barwing,Actinodura waldeni,Streak-throated Barwing,,,Actinodura,waldeni,,Canopy-Insectivore,,,,
26077,slash,Hoary-throated/Streak-throated Barwing,Actinodura nipalensis/waldeni,,,,Actinodura,nipalensis/waldeni,,Canopy-Insectivore,,,,
26082,species,Rusty-fronted Barwing,Actinodura egertoni,Rusty-fronted Barwing,,,Actinodura,egertoni,,Canopy-Insectivore,,,,
26091,species,Blue-winged Minla,Actinodura cyanouroptera,Blue-winged Minla,,,Actinodura,cyanouroptera,,Canopy-Insectivore,,,,
26100,species,Chestnut-tailed Minla,Actinodura strigula,Chestnut-tailed Minla (Bar-throated Siva),,,Actinodura,strigula,,Canopy-Insectivore,,,,
26120,species,Asian Fairy-bluebird,Irena puella,Asian Fairy-bluebird,,,Irena,puella,,Canopy-Insectivore,,,,
26143,species,Dark-sided Flycatcher,Muscicapa sibirica,Dark-sided Flycatcher,,,Muscicapa,sibirica,,Canopy-Insectivore,,,,
26148,species,Ferruginous Flycatcher,Muscicapa ferruginea,Ferruginous Flycatcher,,,Muscicapa,ferruginea,,Canopy-Insectivore,,,,
26149,species,Asian Brown Flycatcher,Muscicapa dauurica,Asian Brown Flycatcher,,,Muscicapa,dauurica,,Canopy-Insectivore,,,,
26154,species,Brown-breasted Flycatcher,Muscicapa muttui,Brown-breasted Flycatcher,,,Muscicapa,muttui,,Canopy-Insectivore,,,,
26173,species,Spotted Flycatcher,Muscicapa striata,Spotted Flycatcher,,,Muscicapa,striata,,Canopy-Insectivore,,,,
26190,spuh,Muscicapa sp.,Muscicapa sp.,,,,Muscicapa,sp.,,Canopy-Insectivore,,,,
26315,species,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,,,Cercotrichas,galactotes,,Understory-Insectivore,,,X,
26340,spuh,scrub-robin sp.,Cercotrichas sp.,,,,Cercotrichas,sp.,,Understory-Insectivore,,,X,
26341,species,Indian Robin,Copsychus fulicatus,Indian Robin,,,Copsychus,fulicatus,,Understory-Insectivore,,,X,
26347,species,Oriental Magpie-Robin,Copsychus saularis,Oriental Magpie-Robin,,,Copsychus,saularis,,Understory-Insectivore,,,X,
26363,species,White-rumped Shama,Copsychus malabaricus,White-rumped Shama,,,Copsychus,malabaricus,,Understory-Insectivore,,,X,
26385,species,Andaman Shama,Copsychus albiventris,Andaman Shama,,,Copsychus,albiventris,,Understory-Insectivore,,,X,
26393,species,White-gorgeted Flycatcher,Anthipes monileger,White-gorgeted Flycatcher,,,Anthipes,monileger,,Canopy-Insectivore,,,,
26406,species,White-tailed Flycatcher,Cyornis concretus,White-tailed Flycatcher,,,Cyornis,concretus,,Understory-Insectivore,,,X,
26415,species,White-bellied Blue Flycatcher,Cyornis pallidipes,White-bellied Blue-Flycatcher,,X,Cyornis,pallidipes,,Understory-Insectivore,,,X,
26416,species,Pale-chinned Blue Flycatcher,Cyornis poliogenys,Pale-chinned Blue-Flycatcher,,,Cyornis,poliogenys,,Canopy-Insectivore,,,,
26421,species,Pale Blue Flycatcher,Cyornis unicolor,Pale Blue-Flycatcher,,,Cyornis,unicolor,,Canopy-Insectivore,,,,
26425,species,Blue-throated Flycatcher,Cyornis rubeculoides,Blue-throated Flycatcher (Blue-throated Blue-Flycatcher),,,Cyornis,rubeculoides,,Canopy-Insectivore,,,,
26432,species,Large Blue Flycatcher,Cyornis magnirostris,Large Blue-Flycatcher,,,Cyornis,magnirostris,,Canopy-Insectivore,,,,
26433,species,Hill Blue Flycatcher,Cyornis banyumas,Hill Blue-Flycatcher,,,Cyornis,banyumas,,Canopy-Insectivore,,,,
26448,species,Tickell's Blue Flycatcher,Cyornis tickelliae,Tickell's Blue-Flycatcher,,,Cyornis,tickelliae,,Canopy-Insectivore,,,,
26473,species,Nicobar Jungle-Flycatcher,Cyornis nicobaricus,Nicobar Jungle-Flycatcher,,,Cyornis,nicobaricus,,Canopy-Insectivore,,,,
26493,spuh,blue-flycatcher sp.,Cyornis sp.,,,,Cyornis,sp.,,Canopy-Insectivore,,,,
26494,species,Large Niltava,Niltava grandis,Large Niltava,,,Niltava,grandis,,Canopy-Insectivore,,,,
26499,species,Small Niltava,Niltava macgrigoriae,Small Niltava,,,Niltava,macgrigoriae,,Canopy-Insectivore,,,,
26503,species,Rufous-bellied Niltava,Niltava sundara,Rufous-bellied Niltava,,,Niltava,sundara,,Canopy-Insectivore,,,,
26508,species,Vivid Niltava,Niltava vivida,Vivid Niltava,,,Niltava,vivida,,Canopy-Insectivore,,,,
26511,spuh,niltava sp.,Niltava sp.,,,,Niltava,sp.,,Canopy-Insectivore,,,,
26512,species,Blue-and-white Flycatcher,Cyanoptila cyanomelana,Blue-and-white Flycatcher,,,Cyanoptila,cyanomelana,,Canopy-Insectivore,,,,
26518,species,Nilgiri Flycatcher,Eumyias albicaudatus,Nilgiri Flycatcher,,X,Eumyias,albicaudatus,,Canopy-Insectivore,,,,
26523,species,Verditer Flycatcher,Eumyias thalassinus,Verditer Flycatcher,,,Eumyias,thalassinus,,Canopy-Insectivore,,,,
26683,species,Rusty-bellied Shortwing,Brachypteryx hyperythra,Rusty-bellied Shortwing,Near-threatened,,Brachypteryx,hyperythra,,Understory-Insectivore,,,X,
26684,species,Gould's Shortwing,Brachypteryx stellata,Gould's Shortwing,,,Brachypteryx,stellata,,Understory-Insectivore,,,X,
26687,species,Nilgiri Sholakili,Sholicola major,Nilgiri Sholakili,Endangered,X,Sholicola,major,,Understory-Insectivore,,,X,
26688,species,White-bellied Sholakili,Sholicola albiventris,White-bellied Sholakili,Vulnerable,X,Sholicola,albiventris,,Understory-Insectivore,,,X,
26689,species,Lesser Shortwing,Brachypteryx leucophris,Lesser Shortwing,,,Brachypteryx,leucophris,,Understory-Insectivore,,,X,
26695,species,White-browed Shortwing,Brachypteryx montana,White-browed Shortwing,,,Brachypteryx,montana,,Understory-Insectivore,,,X,
26710,spuh,Brachypteryx sp.,Brachypteryx sp.,,,,Brachypteryx,sp.,,Understory-Insectivore,,,X,
26721,species,Indian Blue Robin,Larvivora brunnea,Indian Blue Robin,,,Larvivora,brunnea,,Understory-Insectivore,,,X,
26724,species,Siberian Blue Robin,Larvivora cyane,Siberian Blue Robin,,,Larvivora,cyane,,Understory-Insectivore,,,X,
26735,species,White-bellied Redstart,Luscinia phaenicuroides,White-bellied Redstart,,,Luscinia,phaenicuroides,,Understory-Insectivore,,,X,
26738,species,Bluethroat,Luscinia svecica,Bluethroat,,,Luscinia,svecica,,Understory-Insectivore,,,X,
26759,species,Malabar Whistling-Thrush,Myophonus horsfieldii,Malabar Whistling-Thrush,,,Myophonus,horsfieldii,,Understory-Insectivore,,,X,
26761,species,Blue Whistling-Thrush,Myophonus caeruleus,Blue Whistling-Thrush,,,Myophonus,caeruleus,,Understory-Insectivore,,,X,
26770,species,Little Forktail,Enicurus scouleri,Little Forktail,,,Enicurus,scouleri,,Understory-Insectivore,,,X,
26773,species,White-crowned Forktail,Enicurus leschenaulti,White-crowned Forktail,,,Enicurus,leschenaulti,,Understory-Insectivore,,,X,
26781,species,Spotted Forktail,Enicurus maculatus,Spotted Forktail,,,Enicurus,maculatus,,Understory-Insectivore,,,X,
26790,species,Black-backed Forktail,Enicurus immaculatus,Black-backed Forktail,,,Enicurus,immaculatus,,Understory-Insectivore,,,X,
26791,species,Slaty-backed Forktail,Enicurus schistaceus,Slaty-backed Forktail,,,Enicurus,schistaceus,,Understory-Insectivore,,,X,
26792,spuh,forktail sp.,Enicurus sp.,,,,Enicurus,sp.,,Understory-Insectivore,,,X,
26793,species,Firethroat,Calliope pectardens,Firethroat,,,Calliope,pectardens,,Understory-Insectivore,,,X,
26795,species,Siberian Rubythroat,Calliope calliope,Siberian Rubythroat,,,Calliope,calliope,,Understory-Insectivore,,,X,
26796,species,White-tailed Rubythroat,Calliope pectoralis,White-tailed Rubythroat,,,Calliope,pectoralis,,Understory-Insectivore,,,X,
26801,species,White-tailed Robin,Myiomela leucura,White-tailed Robin,,,Cinclidium,leucurum,,Understory-Insectivore,,,X,
26808,species,Blue-fronted Robin,Cinclidium frontale,Blue-fronted Robin,,,Cinclidium,frontale,,Understory-Insectivore,,,X,
26811,species,Grandala,Grandala coelicolor,Grandala,,,Grandala,coelicolor,,Understory-Insectivore,,,X,
26812,species,Red-flanked Bluetail,Tarsiger cyanurus,Red-flanked Bluetail (Red-flanked Bush-Robin),,,Tarsiger,cyanurus,,Understory-Insectivore,,,X,
26813,species,Himalayan Bluetail,Tarsiger rufilatus,Himalayan Bluetail (Orange-flanked Bush-Robin),,,Tarsiger,rufilatus,,Understory-Insectivore,,,X,
26814,slash,Red-flanked/Himalayan Bluetail,Tarsiger cyanurus/rufilatus,,,,Tarsiger,cyanurus/rufilatus,,Understory-Insectivore,,,X,
26815,species,Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Rufous-breasted Bush-Robin,,,Tarsiger,hyperythrus,,Understory-Insectivore,,,X,
26816,species,White-browed Bush-Robin,Tarsiger indicus,White-browed Bush-Robin,,,Tarsiger,indicus,,Understory-Insectivore,,,X,
26820,species,Golden Bush-Robin,Tarsiger chrysaeus,Golden Bush-Robin,,,Tarsiger,chrysaeus,,Understory-Insectivore,,,X,
26824,spuh,Tarsiger sp.,Tarsiger sp.,,,,Tarsiger,sp.,,Understory-Insectivore,,,X,
26825,species,Korean Flycatcher,Ficedula zanthopygia,Korean Flycatcher,,,Ficedula,zanthopygia,,Canopy-Insectivore,,,,
26831,species,Mugimaki Flycatcher,Ficedula mugimaki,Mugimaki Flycatcher,,,Ficedula,mugimaki,,Canopy-Insectivore,,,,
26832,species,Slaty-backed Flycatcher,Ficedula sordida,Slaty-backed Flycatcher,,,Ficedula,sordida,,Canopy-Insectivore,,,,
26833,species,Black-and-orange Flycatcher,Ficedula nigrorufa,Black-and-orange Flycatcher,,X,Ficedula,nigrorufa,,Understory-Insectivore,,,X,
26834,species,Slaty-blue Flycatcher,Ficedula tricolor,Slaty-blue Flycatcher,,,Ficedula,tricolor,,Canopy-Insectivore,,,,
26839,species,Snowy-browed Flycatcher,Ficedula hyperythra,Snowy-browed Flycatcher,,,Ficedula,hyperythra,,Canopy-Insectivore,,,,
26853,species,Pygmy Blue-Flycatcher,Ficedula hodgsoni,Pygmy Blue-Flycatcher,,,Ficedula,hodgsoni,,Canopy-Insectivore,,,,
26856,species,Rufous-gorgeted Flycatcher,Ficedula strophiata,Rufous-gorgeted Flycatcher,,,Ficedula,strophiata,,Canopy-Insectivore,,,,
26859,species,Sapphire Flycatcher,Ficedula sapphira,Sapphire Flycatcher,,,Ficedula,sapphira,,Canopy-Insectivore,,,,
26863,species,Little Pied Flycatcher,Ficedula westermanni,Little Pied Flycatcher,,,Ficedula,westermanni,,Canopy-Insectivore,,,,
26872,species,Ultramarine Flycatcher,Ficedula superciliaris,Ultramarine Flycatcher,,,Ficedula,superciliaris,,Canopy-Insectivore,,,,
26875,species,Rusty-tailed Flycatcher,Ficedula ruficauda,Rusty-tailed Flycatcher,,,Ficedula,ruficauda,,Canopy-Insectivore,,,,
26876,species,Taiga Flycatcher,Ficedula albicilla,Taiga Flycatcher (Red-throated Flycatcher),,,Ficedula,albicilla,,Canopy-Insectivore,,,,
26877,species,Kashmir Flycatcher,Ficedula subrubra,Kashmir Flycatcher,Vulnerable,,Ficedula,subrubra,,Canopy-Insectivore,,,,
26878,species,Red-breasted Flycatcher,Ficedula parva,Red-breasted Flycatcher,,,Ficedula,parva,,Canopy-Insectivore,,,,
26879,slash,Taiga/Red-breasted Flycatcher,Ficedula albicilla/parva,,,,Ficedula,albicilla/parva,,Canopy-Insectivore,,,,
26918,spuh,Ficedula sp.,Ficedula sp.,,,,Ficedula,sp.,,Canopy-Insectivore,,,,
26919,species,Blue-fronted Redstart,Phoenicurus frontalis,Blue-fronted Redstart,,,Phoenicurus,frontalis,,Understory-Insectivore,,,X,
26920,species,Plumbeous Redstart,Phoenicurus fuliginosus,Plumbeous Redstart,,,Phoenicurus,fuliginosus,,Understory-Insectivore,,,X,
26924,species,Rufous-backed Redstart,Phoenicurus erythronotus,Rufous-backed Redstart (Eversmann's Redstart),,,Phoenicurus,erythronotus,,Understory-Insectivore,,,X,
26925,species,White-capped Redstart,Phoenicurus leucocephalus,White-capped Redstart,,,Phoenicurus,leucocephalus,,Understory-Insectivore,,,X,
26927,species,Blue-capped Redstart,Phoenicurus coeruleocephala,Blue-capped Redstart,,,Phoenicurus,coeruleocephala,,Understory-Insectivore,,,X,
26929,species,Common Redstart,Phoenicurus phoenicurus,Common Redstart,,,Phoenicurus,phoenicurus,,Understory-Insectivore,,,X,
26932,species,Hodgson's Redstart,Phoenicurus hodgsoni,Hodgson's Redstart,,,Phoenicurus,hodgsoni,,Understory-Insectivore,,,X,
26933,species,White-throated Redstart,Phoenicurus schisticeps,White-throated Redstart,,,Phoenicurus,schisticeps,,Understory-Insectivore,,,X,
26934,species,White-winged Redstart,Phoenicurus erythrogastrus,White-winged Redstart (G�ldenst�dt's Redstart),,,Phoenicurus,erythrogastrus,,Understory-Insectivore,,,X,
26937,species,Black Redstart,Phoenicurus ochruros,Black Redstart,,,Phoenicurus,ochruros,,Understory-Insectivore,,,X,
26948,species,Daurian Redstart,Phoenicurus auroreus,Daurian Redstart,,,Phoenicurus,auroreus,,Understory-Insectivore,,,X,
26951,spuh,redstart sp.,Phoenicurus sp.,,,,Phoenicurus,sp.,,Understory-Insectivore,,,X,
26955,species,Chestnut-bellied Rock-Thrush,Monticola rufiventris,Chestnut-bellied Rock-Thrush,,,Monticola,rufiventris,,Understory-Insectivore,,,X,
26957,species,Blue-capped Rock-Thrush,Monticola cinclorhyncha,Blue-capped Rock-Thrush,,,Monticola,cinclorhyncha,,Understory-Insectivore,,,X,
26969,species,Rufous-tailed Rock-Thrush,Monticola saxatilis,Rufous-tailed Rock-Thrush,,,Monticola,saxatilis,,Understory-Insectivore,,,X,
26970,species,Blue Rock-Thrush,Monticola solitarius,Blue Rock-Thrush,,,Monticola,solitarius,,Understory-Insectivore,,,X,
26982,spuh,rock-thrush sp.,Monticola sp.,,,,Monticola,sp.,,Understory-Insectivore,,,X,
26985,species,White-browed Bushchat,Saxicola macrorhynchus,White-browed Bushchat (Stoliczka's Bushchat),Vulnerable,,Saxicola,macrorhynchus,,Understory-Insectivore,,,X,
26986,species,White-throated Bushchat,Saxicola insignis,White-throated Bushchat (Hodgson's Bushchat),Vulnerable,,Saxicola,insignis,,Understory-Insectivore,,,X,
26993,species,Siberian Stonechat,Saxicola maurus,Common/Stejneger's Stonechat (Siberian/Stejneger's Stonechat),,,Saxicola,maurus,,Understory-Insectivore,,,X,
27021,species,White-tailed Stonechat,Saxicola leucurus,White-tailed Stonechat,,,Saxicola,leucurus,,Understory-Insectivore,,,X,
27022,slash,Siberian/White-tailed Stonechat,Saxicola maurus/leucurus,,,,Saxicola,maurus/leucurus,,Understory-Insectivore,,,X,
27023,species,Pied Bushchat,Saxicola caprata,Pied Bushchat,,,Saxicola,caprata,,Understory-Insectivore,,,X,
27040,species,Jerdon's Bushchat,Saxicola jerdoni,Jerdon's Bushchat,,,Saxicola,jerdoni,,Understory-Insectivore,,,X,
27041,species,Gray Bushchat,Saxicola ferreus,Grey Bushchat,,,Saxicola,ferreus,,Understory-Insectivore,,,X,
27048,spuh,Saxicola sp.,Saxicola sp.,,,,Saxicola,sp.,,Understory-Insectivore,,,X,
27111,species,Indian Chat,Cercomela fusca,Brown Rock Chat (Indian Chat),,,Cercomela,fusca,,Understory-Insectivore,,,X,
27131,species,Hume's Wheatear,Oenanthe albonigra,Hume's Wheatear,,,Oenanthe,albonigra,,Granivore-Insectivore,,,,
27141,species,Northern Wheatear,Oenanthe oenanthe,Northern Wheatear,,,Oenanthe,oenanthe,,Granivore-Insectivore,,,,
27163,species,Variable Wheatear,Oenanthe picata,Variable Wheatear,,,Oenanthe,picata,,Granivore-Insectivore,,,,
27167,species,Pied Wheatear,Oenanthe pleschanka,Pied Wheatear,,,Oenanthe,pleschanka,,Granivore-Insectivore,,,,
27175,species,Red-tailed Wheatear,Oenanthe xanthoprymna,Red-tailed Wheatear (Rufous-tailed Wheatear),,,Oenanthe,xanthoprymna,,Granivore-Insectivore,,,,
27178,species,Desert Wheatear,Oenanthe deserti,Desert Wheatear,,,Oenanthe,deserti,,Granivore-Insectivore,,,,
27187,species,Isabelline Wheatear,Oenanthe isabellina,Isabelline Wheatear,,,Oenanthe,isabellina,,Granivore-Insectivore,,,,
27192,spuh,wheatear sp.,Oenanthe sp.,,,,Oenanthe,sp.,,Granivore-Insectivore,,,,
27193,spuh,Muscicapid sp.,Muscicapidae sp.,,,,Muscicapidae,sp.,,Understory-Insectivore,,,X,
27208,species,Siberian Thrush,Geokichla sibirica,Siberian Thrush,,,Geokichla,sibirica,,Understory-Insectivore,,,X,
27211,species,Pied Thrush,Geokichla wardii,Pied Thrush,,,Geokichla,wardii,,Understory-Insectivore,,,X,
27257,species,Orange-headed Thrush,Geokichla citrina,Orange-headed Thrush,,,Geokichla,citrina,,Understory-Insectivore,,,X,
27270,spuh,Geokichla sp.,Geokichla sp.,,,,Geokichla,sp.,,Understory-Insectivore,,,X,
27271,species,Long-tailed Thrush,Zoothera dixoni,Long-tailed Thrush,,,Zoothera,dixoni,,Understory-Insectivore,,,X,
27272,species,Alpine Thrush,Zoothera mollissima,Alpine Thrush,,,Zoothera,mollissima,,Understory-Insectivore,,,X,
27273,species,Himalayan Thrush,Zoothera salimalii,Himalayan Thrush,,,Zoothera,salimalii,,Understory-Insectivore,,,X,
27274,slash,Alpine/Himalayan Thrush,Zoothera mollissima/salimalii,,,,Zoothera,mollissima/salimalii,,Understory-Insectivore,,,X,
27278,species,Dark-sided Thrush,Zoothera marginata,Dark-sided Thrush,,,Zoothera,marginata,,Understory-Insectivore,,,X,
27279,species,Long-billed Thrush,Zoothera monticola,Long-billed Thrush,,,Zoothera,monticola,,Understory-Insectivore,,,X,
27287,species,Scaly Thrush,Zoothera dauma,Scaly Thrush,,,Zoothera,dauma,,Understory-Insectivore,,,X,
27292,species,Nilgiri Thrush,Zoothera neilgherriensis,Nilgiri Thrush,,X,Zoothera,neilgherriensis,,Understory-Insectivore,,,X,
27311,spuh,Zoothera sp.,Zoothera sp.,,,,Zoothera,sp.,,Understory-Insectivore,,,X,
27527,species,Tickell's Thrush,Turdus unicolor,Tickell's Thrush,,,Turdus,unicolor,,Understory-Insectivore,,,X,
27528,species,Black-breasted Thrush,Turdus dissimilis,Black-breasted Thrush,,,Turdus,dissimilis,,Understory-Insectivore,,,X,
27530,species,White-collared Blackbird,Turdus albocinctus,White-collared Blackbird,,,Turdus,albocinctus,,Understory-Insectivore,,,X,
27535,species,Gray-winged Blackbird,Turdus boulboul,Grey-winged Blackbird,,,Turdus,boulboul,,Understory-Insectivore,,,X,
27547,species,Tibetan Blackbird,Turdus maximus,Tibetan Blackbird,,,Turdus,maximus,,Understory-Insectivore,,,X,
27548,species,Indian Blackbird,Turdus simillimus,Indian Blackbird,,,Turdus,simillimus,,Understory-Insectivore,,,X,
27614,species,Chestnut Thrush,Turdus rubrocanus,Chestnut Thrush,,,Turdus,rubrocanus,,Understory-Insectivore,,,X,
27617,species,White-backed Thrush,Turdus kessleri,White-backed Thrush,,,Turdus,kessleri,,Understory-Insectivore,,,X,
27618,species,Gray-sided Thrush,Turdus feae,Grey-sided Thrush,Vulnerable,,Turdus,feae,,Understory-Insectivore,,,X,
27619,species,Eyebrowed Thrush,Turdus obscurus,Eyebrowed Thrush,,,Turdus,obscurus,,Understory-Insectivore,,,X,
27625,species,Black-throated Thrush,Turdus atrogularis,Black-throated Thrush,,,Turdus,atrogularis,,Understory-Insectivore,,,X,
27626,species,Red-throated Thrush,Turdus ruficollis,Red-throated Thrush,,,Turdus,ruficollis,,Understory-Insectivore,,,X,
27628,species,Dusky Thrush,Turdus eunomus,Dusky Thrush,,,Turdus,eunomus,,Understory-Insectivore,,,X,
27631,species,Fieldfare,Turdus pilaris,Fieldfare,,,Turdus,pilaris,,Understory-Insectivore,,,X,
27635,species,Song Thrush,Turdus philomelos,Song Thrush,,,Turdus,philomelos,,Understory-Insectivore,,,X,
27640,species,Chinese Thrush,Turdus mupinensis,Chinese Thrush,,,Turdus,mupinensis,,Understory-Insectivore,,,X,
27641,species,Mistle Thrush,Turdus viscivorus,Mistle Thrush,,,Turdus,viscivorus,,Understory-Insectivore,,,X,
27794,spuh,Turdus sp.,Turdus sp.,,,,Turdus,sp.,,Understory-Insectivore,,,X,
27802,species,Purple Cochoa,Cochoa purpurea,Purple Cochoa,,,Cochoa,purpurea,,Canopy-Insectivore,,,,
27803,species,Green Cochoa,Cochoa viridis,Green Cochoa,,,Cochoa,viridis,,Canopy-Insectivore,,,,
27804,slash,Purple/Green Cochoa,Cochoa purpurea/viridis,,,,Cochoa,purpurea/viridis,,Canopy-Insectivore,,,,
27807,spuh,thrush sp.,Turdidae sp.,,,,Turdidae,sp.,,Understory-Insectivore,,,X,
27970,species,Asian Glossy Starling,Aplonis panayensis,Asian Glossy Starling,,,Aplonis,panayensis,,Canopy-Insectivore,,,,
28016,spuh,Aplonis sp.,Aplonis sp.,,,,Aplonis,sp.,,Canopy-Insectivore,,,,
28035,species,Golden-crested Myna,Ampeliceps coronatus,Golden-crested Myna,,,Ampeliceps,coronatus,,Canopy-Insectivore,,,,
28037,species,Common Hill Myna,Gracula religiosa,Common Hill Myna,,,Gracula,religiosa,,Canopy-Insectivore,,,,
28045,species,Southern Hill Myna,Gracula indica,Southern Hill Myna,,,Gracula,indica,,Canopy-Insectivore,,,,
28048,species,European Starling,Sturnus vulgaris,European Starling (Common Starling),,,Sturnus,vulgaris,,Omnivore,,,,
28064,species,Rosy Starling,Pastor roseus,Rosy Starling,,,Pastor,roseus,,Omnivore,,,,
28065,species,Daurian Starling,Agropsar sturninus,Daurian Starling,,,Agropsar,sturninus,,Canopy-Insectivore,,,,
28066,species,Chestnut-cheeked Starling,Agropsar philippensis,Chestnut-cheeked Starling,,,Agropsar,philippensis,,Canopy-Insectivore,,,,
28069,species,Asian Pied Starling,Gracupica contra,Asian Pied Starling (Pied Myna),,,Gracupica,contra,,Omnivore,,,,
28080,species,Brahminy Starling,Sturnia pagodarum,Brahminy Starling,,,Sturnia,pagodarum,,Omnivore,,,,
28081,species,Chestnut-tailed Starling,Sturnia malabarica,Chestnut-tailed Starling,,,Sturnia,malabarica,,Canopy-Insectivore,,,,
28084,species,Malabar Starling,Sturnia blythii,Malabar Starling (Blyth's Starling),,X,Sturnia,blythii,,Canopy-Insectivore,,,,
28085,slash,Chestnut-tailed/Malabar Starling,Sturnia malabarica/blythii,,,,Sturnia,malabarica/blythii,,Canopy-Insectivore,,,,
28086,species,White-headed Starling,Sturnia erythropygia,White-headed Starling,,,Sturnia,erythropygia,,Canopy-Insectivore,,,,
28092,species,Common Myna,Acridotheres tristis,Common Myna,,,Acridotheres,tristis,,Omnivore,,,,
28095,species,Bank Myna,Acridotheres ginginianus,Bank Myna,,,Acridotheres,ginginianus,,Omnivore,,,,
28100,species,Jungle Myna,Acridotheres fuscus,Jungle Myna,,,Acridotheres,fuscus,,Omnivore,,,,
28105,slash,Common/Jungle Myna,Acridotheres tristis/fuscus,,,,Acridotheres,tristis/fuscus,,Omnivore,,,,
28108,species,Collared Myna,Acridotheres albocinctus,Collared Myna,,,Acridotheres,albocinctus,,Omnivore,,,,
28109,species,Great Myna,Acridotheres grandis,Great Myna,,,Acridotheres,grandis,,Omnivore,,,,
28115,spuh,black myna sp.,Acridotheres sp. (black myna sp.),,,,Acridotheres,sp.,,Omnivore,,,,
28116,spuh,Acridotheres sp.,Acridotheres sp.,,,,Acridotheres,sp.,,Omnivore,,,,
28146,species,Spot-winged Starling,Saroglossa spiloptera,Spot-winged Starling,,,Saroglossa,spiloptera,,Canopy-Insectivore,,,,
28210,spuh,Lamprotornis sp.,Lamprotornis sp.,,,,Lamprotornis,sp.,,Canopy-Insectivore,,,,
28211,spuh,myna/starling sp.,Sturnidae sp.,,,,Sturnidae,sp.,,Omnivore,,,,
28225,species,Blue-winged Leafbird,Chloropsis cochinchinensis,Blue-winged Leafbird (Blue-winged Chloropsis),,,Chloropsis,cochinchinensis,,Canopy-Insectivore,,,,
28236,species,Jerdon's Leafbird,Chloropsis jerdoni,Jerdon's Leafbird (Jerdon's Chloropsis),,,Chloropsis,jerdoni,,Canopy-Insectivore,,,,
28237,species,Golden-fronted Leafbird,Chloropsis aurifrons,Golden-fronted Leafbird (Golden-fronted Chloropsis),,,Chloropsis,aurifrons,,Canopy-Insectivore,,,,
28244,slash,Jerdon's/Golden-fronted Leafbird,Chloropsis jerdoni/aurifrons,,,,Chloropsis,jerdoni/aurifrons,,Canopy-Insectivore,,,,
28246,species,Orange-bellied Leafbird,Chloropsis hardwickii,Orange-bellied Leafbird (Orange-bellied Chloropsis),,,Chloropsis,hardwickii,,Canopy-Insectivore,,,,
28252,spuh,leafbird sp.,Chloropsis sp.,,,,Chloropsis,sp.,,Canopy-Insectivore,,,,
28275,species,Thick-billed Flowerpecker,Dicaeum agile,Thick-billed Flowerpecker,,,Dicaeum,agile,,Nectarivore-Insectivore,,,,
28294,species,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,,,Dicaeum,chrysorrheum,,Nectarivore-Insectivore,,,,
