Taxonomy.Order,Category,English.name,Scientific.Name,English.India,IUCN,WG,Genus.Name,Species.Name,Subspecies.Name,Feeding Guild,Raptors,Primary Hole-nesters,Woodland Understorey Birds,Parasitic Cuckoos
6605,slash,Sooty/Bridled Tern,Onychoprion fuscatus/anaethetus,Sooty/Bridled Tern,,,Onychoprion,fuscatus/anaethetus,,Pelagic-Piscivore,,,,
6609,species,Little Tern,Sternula albifrons,Little Tern,,,Sternula,albifrons,,Carnivore-Piscivore,,,,
6615,species,Saunders's Tern,Sternula saundersi,Saunders's Tern,,,Sternula,saundersi,,Carnivore-Piscivore,,,,
6616,slash,Little/Saunders's Tern,Sternula albifrons/saundersi,Little/Saunders's Tern,,,Sternula,albifrons/saundersi,,Carnivore-Piscivore,,,,
6636,species,Gull-billed Tern,Gelochelidon nilotica,Gull-billed Tern,,,Gelochelidon,nilotica,,Carnivore-Piscivore,,,,
6644,species,Caspian Tern,Hydroprogne caspia,Caspian Tern,,,Hydroprogne,caspia,,Carnivore-Piscivore,,,,
6651,species,Black Tern,Chlidonias niger,Black Tern,,,Chlidonias,niger,,Carnivore-Piscivore,,,,
6654,species,White-winged Tern,Chlidonias leucopterus,White-winged Tern,,,Chlidonias,leucopterus,,Carnivore-Piscivore,,,,
6646,species,Whiskered Tern,Chlidonias hybrida,Whiskered Tern,,,Chlidonias,hybrida,,Carnivore-Piscivore,,,,
6655,spuh,Chlidonias sp.,Chlidonias sp.,Chlidonias tern sp.,,,Chlidonias,sp.,,Carnivore-Piscivore,,,,
6687,species,Roseate Tern,Sterna dougallii,Roseate Tern,,,Sterna,dougallii,,Pelagic-Piscivore,,,,
6684,species,Black-naped Tern,Sterna sumatrana,Black-naped Tern,,,Sterna,sumatrana,,Pelagic-Piscivore,,,,
6674,species,Common Tern,Sterna hirundo,Common Tern,,,Sterna,hirundo,,Carnivore-Piscivore,,,,
6659,species,Arctic Tern,Sterna paradisaea,Arctic Tern,,,Sterna,paradisaea,,Pelagic-Piscivore,,,,
6698,species,Black-bellied Tern,Sterna acuticauda,Black-bellied Tern,Endangered,,Sterna,acuticauda,,Carnivore-Piscivore,,,,
6656,species,River Tern,Sterna aurantia,River Tern,Vulnerable,,Sterna,aurantia,,Carnivore-Piscivore,,,,
6683,species,White-cheeked Tern,Sterna repressa,White-cheeked Tern,,,Sterna,repressa,,Pelagic-Piscivore,,,,
6700,spuh,Sterna sp.,Sterna sp.,Sterna tern sp.,,,Sterna,sp.,,Carnivore-Piscivore,,,,
6717,species,Great Crested Tern,Thalasseus bergii,Great Crested Tern,,,Thalasseus,bergii,,Pelagic-Piscivore,,,,
6701,species,Sandwich Tern,Thalasseus sandvicensis,Sandwich Tern,,,Thalasseus,sandvicensis,,Pelagic-Piscivore,,,,
6709,species,Lesser Crested Tern,Thalasseus bengalensis,Lesser Crested Tern,,,Thalasseus,bengalensis,,Pelagic-Piscivore,,,,
6727,spuh,large tern sp.,Hydroprogne/Thalasseus sp.,large tern sp.,,,Hydroprogne/Thalasseus,sp.,,Pelagic-Piscivore,,,,
6728,spuh,tern sp.,Sterninae sp.,tern sp.,,,Sterninae,sp.,,Carnivore-Piscivore,,,,
6550,species,Indian Skimmer,Rynchops albicollis,Indian Skimmer,Endangered,,Rynchops,albicollis,,Carnivore-Piscivore,,,,
6729,spuh,gull/tern sp.,Laridae sp.,gull/tern/skimmer sp.,,,Laridae,sp.,,Carnivore-Piscivore,,,,
2820,species,Tibetan Sandgrouse,Syrrhaptes tibetanus,Tibetan Sandgrouse,,,Syrrhaptes,tibetanus,,Granivore-Insectivore,,,,
2821,species,Pallas's Sandgrouse,Syrrhaptes paradoxus,Pallas's Sandgrouse,,,Syrrhaptes,paradoxus,,Granivore-Insectivore,,,,
2822,species,Pin-tailed Sandgrouse,Pterocles alchata,Pin-tailed Sandgrouse,,,Pterocles,alchata,,Granivore-Insectivore,,,,
2826,species,Chestnut-bellied Sandgrouse,Pterocles exustus,Chestnut-bellied Sandgrouse,,,Pterocles,exustus,,Granivore-Insectivore,,,,
2834,species,Spotted Sandgrouse,Pterocles senegallus,Spotted Sandgrouse,,,Pterocles,senegallus,,Granivore-Insectivore,,,,
2835,species,Black-bellied Sandgrouse,Pterocles orientalis,Black-bellied Sandgrouse,,,Pterocles,orientalis,,Granivore-Insectivore,,,,
2864,species,Painted Sandgrouse,Pterocles indicus,Painted Sandgrouse,,,Pterocles,indicus,,Granivore-Insectivore,,,,
2866,spuh,sandgrouse sp.,Pterocles sp.,sandgrouse sp.,,,Pterocles,sp.,,Granivore-Insectivore,,,,
1817,species,Rock Pigeon,Columba livia,Rock Pigeon (Blue Rock Pigeon),,,Columba,livia,,Omnivore,,,,
1833,species,Hill Pigeon,Columba rupestris,Hill Pigeon,,,Columba,rupestris,,Frugivore-Insectivore,,,,
1837,species,Snow Pigeon,Columba leuconota,Snow Pigeon,,,Columba,leuconota,,Frugivore-Insectivore,,,,
1847,species,Yellow-eyed Pigeon,Columba eversmanni,Yellow-eyed Pigeon,Vulnerable,,Columba,eversmanni,,Frugivore-Insectivore,,,,
1849,species,Common Wood-Pigeon,Columba palumbus,Common Wood-Pigeon,,,Columba,palumbus,,Frugivore-Insectivore,,,,
1870,species,Speckled Wood-Pigeon,Columba hodgsonii,Speckled Wood-Pigeon,,,Columba,hodgsonii,,Frugivore-Insectivore,,,,
1872,species,Ashy Wood-Pigeon,Columba pulchricollis,Ashy Wood-Pigeon,,,Columba,pulchricollis,,Frugivore-Insectivore,,,,
1873,species,Nilgiri Wood-Pigeon,Columba elphinstonii,Nilgiri Wood-Pigeon,Vulnerable,X,Columba,elphinstonii,,Frugivore-Insectivore,,,,
1875,species,Pale-capped Pigeon,Columba punicea,Pale-capped Pigeon,Vulnerable,,Columba,punicea,,Frugivore-Insectivore,,,,
1877,species,Andaman Wood-Pigeon,Columba palumboides,Andaman Wood-Pigeon,Near Threatened,,Columba,palumboides,,Frugivore-Insectivore,,,,
1895,spuh,Columba sp.,Columba sp.,Columba pigeon sp.,,,Columba,sp.,,Frugivore-Insectivore,,,,
1978,species,European Turtle-Dove,Streptopelia turtur,European Turtle-Dove,Vulnerable,,Streptopelia,turtur,,Granivore-Insectivore,,,,
1985,species,Oriental Turtle-Dove,Streptopelia orientalis,Oriental Turtle-Dove,,,Streptopelia,orientalis,,Granivore-Insectivore,,,,
1994,species,Eurasian Collared-Dove,Streptopelia decaocto,Eurasian Collared-Dove,,,Streptopelia,decaocto,,Granivore-Insectivore,,,,
2022,species,Red Collared-Dove,Streptopelia tranquebarica,Red Collared-Dove (Red Turtle-Dove),,,Streptopelia,tranquebarica,,Granivore-Insectivore,,,,
2027,species,Spotted Dove,Spilopelia chinensis,Spotted Dove,,,Spilopelia,chinensis,,Granivore-Insectivore,,,,
2034,species,Laughing Dove,Spilopelia senegalensis,Laughing Dove (Little Brown Dove),,,Spilopelia,senegalensis,,Granivore-Insectivore,,,,
2026,spuh,Streptopelia sp.,Streptopelia sp.,Streptopelia dove sp.,,,Streptopelia,sp.,,Granivore-Insectivore,,,,
2041,species,Barred Cuckoo-Dove,Macropygia unchall,Barred Cuckoo-Dove,,,Macropygia,unchall,,Frugivore-Insectivore,,,,
2073,species,Andaman Cuckoo-Dove,Macropygia rufipennis,Andaman Cuckoo-Dove,,,Macropygia,rufipennis,,Frugivore-Insectivore,,,,
2125,species,Asian Emerald Dove,Chalcophaps indica,Asian Emerald Dove,,,Chalcophaps,indica,,Granivore-Insectivore,,,,
2384,species,Nicobar Pigeon,Caloenas nicobarica,Nicobar Pigeon,Near Threatened,,Caloenas,nicobarica,,Terrestrial-Insectivore,,,X,
2451,species,Orange-breasted Green-Pigeon,Treron bicinctus,Orange-breasted Green-Pigeon,,,Treron,bicinctus,,Frugivore-Insectivore,,,,
2457,species,Gray-fronted Green-Pigeon,Treron affinis,Grey-fronted Green-Pigeon (Pompadour Green-Pigeon),,,Treron,affinis,,Frugivore-Insectivore,,,,
2458,species,Andaman Green-Pigeon,Treron chloropterus,Andaman Green-Pigeon,Near Threatened,,Treron,chloropterus,,Frugivore-Insectivore,,,,
2459,species,Ashy-headed Green-Pigeon,Treron phayrei,Ashy-headed Green-Pigeon,Near Threatened,,Treron,phayrei,,Frugivore-Insectivore,,,,
2468,species,Thick-billed Green-Pigeon,Treron curvirostra,Thick-billed Green-Pigeon,,,Treron,curvirostra,,Frugivore-Insectivore,,,,
2487,species,Yellow-footed Green-Pigeon,Treron phoenicopterus,Yellow-footed Green-Pigeon,,,Treron,phoenicopterus,,Frugivore-Insectivore,,,,
2505,species,Pin-tailed Green-Pigeon,Treron apicauda,Pin-tailed Green-Pigeon,,,Treron,apicauda,,Frugivore-Insectivore,,,,
2528,species,Wedge-tailed Green-Pigeon,Treron sphenurus,Wedge-tailed Green-Pigeon,,,Treron,sphenurus,,Frugivore-Insectivore,,,,
2543,spuh,green-pigeon sp.,Treron sp.,green-pigeon sp.,,,Treron,sp.,,Frugivore-Insectivore,,,,
2711,species,Green Imperial-Pigeon,Ducula aenea,Green Imperial-Pigeon,Near Threatened,,Ducula,aenea,,Frugivore-Insectivore,,,,
2725,species,Nicobar Imperial-Pigeon,Ducula nicobarica,Nicobar Imperial-Pigeon,Near Threatened,,Ducula,nicobarica,,Frugivore-Insectivore,,,,
2784,species,Mountain Imperial-Pigeon,Ducula badia,Mountain Imperial-Pigeon,,,Ducula,badia,,Frugivore-Insectivore,,,,
2783,species,Malabar Imperial-Pigeon,Ducula cuprea,Malabar Imperial-Pigeon,,X,Ducula,cuprea,,Frugivore-Insectivore,,,,
2795,species,Pied Imperial-Pigeon,Ducula bicolor,Pied Imperial-Pigeon,,,Ducula,bicolor,,Frugivore-Insectivore,,,,
2801,spuh,imperial-pigeon sp.,Ducula sp.,imperial-pigeon sp.,,,Ducula,sp.,,Frugivore-Insectivore,,,,
2814,spuh,pigeon/dove sp.,Columbidae sp.,pigeon/dove sp.,,,Columbidae,sp.,,Frugivore-Insectivore,,,,
3074,species,Andaman Coucal,Centropus andamanensis,Andaman Coucal,,,Centropus,andamanensis,,Omnivore,,,,
3075,species,Greater Coucal,Centropus sinensis,Greater Coucal,,,Centropus,sinensis,,Omnivore,,,,
3094,species,Lesser Coucal,Centropus bengalensis,Lesser Coucal,,,Centropus,bengalensis,,Omnivore,,,,
3114,spuh,coucal sp.,Centropus sp.,coucal sp.,,,Centropus,sp.,,Omnivore,,,,
3120,species,Sirkeer Malkoha,Taccocua leschenaultii,Sirkeer Malkoha,,,Taccocua,leschenaultii,,Understory-Insectivore,,,X,
3134,species,Blue-faced Malkoha,Phaenicophaeus viridirostris,Blue-faced Malkoha,,,Phaenicophaeus,viridirostris,,Understory-Insectivore,,,X,
3138,species,Green-billed Malkoha,Phaenicophaeus tristis,Green-billed Malkoha,,,Phaenicophaeus,tristis,,Understory-Insectivore,,,X,
3154,species,Chestnut-winged Cuckoo,Clamator coromandus,Chestnut-winged Cuckoo,,,Clamator,coromandus,,Canopy-Insectivore,,,,X
3157,species,Pied Cuckoo,Clamator jacobinus,Pied Cuckoo (Jacobin Cuckoo),,,Clamator,jacobinus,,Canopy-Insectivore,,,,X
3219,species,Asian Koel,Eudynamys scolopaceus,Asian Koel,,,Eudynamys,scolopaceus,,Frugivore-Insectivore,,,,X
3245,species,Asian Emerald Cuckoo,Chrysococcyx maculatus,Asian Emerald Cuckoo,,,Chrysococcyx,maculatus,,Canopy-Insectivore,,,,X
3246,species,Violet Cuckoo,Chrysococcyx xanthorhynchus,Violet Cuckoo,,,Chrysococcyx,xanthorhynchus,,Canopy-Insectivore,,,,X
3306,species,Banded Bay Cuckoo,Cacomantis sonneratii,Banded Bay Cuckoo,,,Cacomantis,sonneratii,,Canopy-Insectivore,,,,X
3312,species,Plaintive Cuckoo,Cacomantis merulinus,Plaintive Cuckoo,,,Cacomantis,merulinus,,Canopy-Insectivore,,,,X
3317,species,Gray-bellied Cuckoo,Cacomantis passerinus,Gray-bellied Cuckoo,,,Cacomantis,passerinus,,Canopy-Insectivore,,,,X
3318,slash,Plaintive/Gray-bellied Cuckoo,Cacomantis merulinus/passerinus,Plaintive/Gray-bellied Cuckoo,,,Cacomantis,merulinus/passerinus,,Canopy-Insectivore,,,,X
3340,spuh,Cacomantis sp.,Cacomantis sp.,Cacomantis cuckoo sp.,,,Cacomantis,sp.,,Canopy-Insectivore,,,,X
3349,species,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,,,Surniculus,dicruroides,,Canopy-Insectivore,,,,X
3356,species,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Square-tailed Drongo-Cuckoo,,,Surniculus,lugubris,,Canopy-Insectivore,,,,X
3363,species,Large Hawk-Cuckoo,Hierococcyx sparverioides,Large Hawk-Cuckoo,,,Hierococcyx,sparverioides,,Canopy-Insectivore,,,,X
3366,species,Common Hawk-Cuckoo,Hierococcyx varius,Common Hawk-Cuckoo,,,Hierococcyx,varius,,Canopy-Insectivore,,,,X
3372,species,Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,,,Hierococcyx,nisicolor,,Canopy-Insectivore,,,,X
3374,spuh,hawk-cuckoo sp.,Hierococcyx sp.,hawk-cuckoo sp.,,,Hierococcyx,sp.,,Canopy-Insectivore,,,,X
3379,species,Lesser Cuckoo,Cuculus poliocephalus,Lesser Cuckoo,,,Cuculus,poliocephalus,,Canopy-Insectivore,,,,X
3381,species,Indian Cuckoo,Cuculus micropterus,Indian Cuckoo,,,Cuculus,micropterus,,Canopy-Insectivore,,,,X
3387,species,Himalayan Cuckoo,Cuculus saturatus,Himalayan Cuckoo,,,Cuculus,saturatus,,Canopy-Insectivore,,,,X
3389,species,Common Cuckoo,Cuculus canorus,Common Cuckoo,,,Cuculus,canorus,,Canopy-Insectivore,,,,X
3397,slash,Himalayan/Oriental Cuckoo,Cuculus saturatus/optatus,Himalayan/Oriental Cuckoo,,,Cuculus,saturatus/optatus,,Canopy-Insectivore,,,,X
3398,slash,Common/Oriental Cuckoo,Cuculus canorus/optatus,Common/Oriental Cuckoo,,,Cuculus,canorus/optatus,,Canopy-Insectivore,,,,X
3399,spuh,Cuculus sp.,Cuculus sp.,Cuculus cuckoo sp.,,,Cuculus,sp.,,Canopy-Insectivore,,,,X
3400,spuh,cuckoo sp. (Cuculidae sp.),Cuculidae sp.,cuckoo sp. (Cuculidae sp.),,,Cuculidae,sp.,,Canopy-Insectivore,,,,X
8507,species,Australasian Grass-Owl,Tyto longimembris,Australasian Grass-Owl,,,Tyto,longimembris,,Carnivore,X,,,
8516,species,Western Barn Owl,Tyto alba,European Barn Owl,,,Tyto,alba,,Carnivore,X,,,
8551,species,Andaman Masked-Owl,Tyto deroepstorffi,Andaman Masked-Owl,,,Tyto,deroepstorffi,,Carnivore,X,,,
8555,species,Oriental Bay-Owl,Phodilus badius,Oriental Bay-Owl,,,Phodilus,badius,,Carnivore,X,,,
8560,species,Sri Lanka Bay-Owl,Phodilus assimilis,Sri Lanka Bay-Owl,,,Phodilus,assimilis,,Carnivore,X,,,
8565,species,Andaman Scops-Owl,Otus balli,Andaman Scops-Owl,,,Otus,balli,,Carnivore,X,,,
8575,species,Mountain Scops-Owl,Otus spilocephalus,Mountain Scops-Owl,,,Otus,spilocephalus,,Carnivore,X,,,
8589,species,Indian Scops-Owl,Otus bakkamoena,Indian Scops-Owl (Collared Scops-Owl),,,Otus,bakkamoena,,Carnivore,X,,,
8594,species,Collared Scops-Owl,Otus lettia,Collared Scops-Owl,,,Otus,lettia,,Carnivore,X,,,
8649,species,Nicobar Scops-Owl,Otus alius,Nicobar Scops-Owl,Near Threatened,,Otus,alius,,Carnivore,X,,,
8651,species,Eurasian Scops-Owl,Otus scops,Eurasian Scops-Owl,,,Otus,scops,,Carnivore,X,,,
8666,species,Pallid Scops-Owl,Otus brucei,Pallid Scops-Owl,,,Otus,brucei,,Carnivore,X,,,
8671,slash,Eurasian/Pallid Scops-Owl,Otus scops/brucei,Eurasian/Pallid Scops-Owl,,,Otus,scops/brucei,,Carnivore,X,,,
8677,species,Oriental Scops-Owl,Otus sunia,Oriental Scops-Owl,,,Otus,sunia,,Carnivore,X,,,
8698,spuh,scops-owl sp.,Otus sp.,scops-owl sp.,,,Otus,sp.,,Carnivore,X,,,
8843,species,Eurasian Eagle-Owl,Bubo bubo,Eurasian Eagle-Owl,,,Bubo,bubo,,Carnivore,X,,,
8829,species,Rock Eagle-Owl,Bubo bengalensis,Rock Eagle-Owl (Indian Eagle-Owl),,,Bubo,bengalensis,,Carnivore,X,,,
8886,species,Spot-bellied Eagle-Owl,Ketupa nipalensis,Spot-bellied Eagle-Owl,,,Ketupa,nipalensis,,Carnivore,X,,,
8883,species,Dusky Eagle-Owl,Ketupa coromanda,Dusky Eagle-Owl,,,Ketupa,coromanda,,Carnivore,X,,,
8860,spuh,Bubo sp.,Bubo sp.,Bubo owl sp.,,,Bubo,sp.,,Carnivore,X,,,
8875,species,Brown Fish-Owl,Ketupa zeylonensis,Brown Fish-Owl,,,Ketupa,zeylonensis,,Carnivore-Piscivore,X,,,
8882,species,Tawny Fish-Owl,Ketupa flavipes,Tawny Fish-Owl,,,Ketupa,flavipes,,Carnivore-Piscivore,X,,,
8870,species,Buffy Fish-Owl,Ketupa ketupu,Buffy Fish-Owl,,,Ketupa,ketupu,,Carnivore-Piscivore,X,,,
8988,species,Collared Owlet,Taenioptynx brodiei,Collared Owlet,,,Taenioptynx,brodiei,,Carnivore,X,,,
8964,species,Asian Barred Owlet,Glaucidium cuculoides,Asian Barred Owlet,,,Glaucidium,cuculoides,,Carnivore,X,,,
8974,species,Jungle Owlet,Glaucidium radiatum,Jungle Owlet,,,Glaucidium,radiatum,,Carnivore,X,,,
8977,slash,Asian Barred/Jungle Owlet,Glaucidium cuculoides/radiatum,Asian Barred/Jungle Owlet,,,Glaucidium,cuculoides/radiatum,,Carnivore,X,,,
8987,spuh,Glaucidium sp.,Glaucidium sp.,Glaucidium owlet sp.,,,Glaucidium,sp.,,Carnivore,X,,,
9000,species,Spotted Owlet,Athene brama,Spotted Owlet,,,Athene,brama,,Carnivore,X,,,
9022,species,Forest Owlet,Athene blewitti,Forest Owlet,Endangered,,Athene,blewitti,,Carnivore,X,,,
9006,species,Little Owl,Athene noctua,Little Owl,,,Athene,noctua,,Carnivore,X,,,
9077,species,Mottled Wood-Owl,Strix ocellata,Mottled Wood-Owl,,,Strix,ocellata,,Carnivore,X,,,
9081,species,Brown Wood-Owl,Strix leptogrammica,Brown Wood-Owl,,,Strix,leptogrammica,,Carnivore-Piscivore,X,,,
9098,species,Tawny Owl,Strix aluco,Tawny Owl,,,Strix,aluco,,Carnivore,X,,,
9107,species,Himalayan Owl,Strix nivicolum,Himalayan Owl,,,Strix,nivicolum,,Carnivore,X,,,
9151,species,Long-eared Owl,Asio otus,Long-eared Owl,,,Asio,otus,,Carnivore,X,,,
9174,species,Short-eared Owl,Asio flammeus,Short-eared Owl,,,Asio,flammeus,,Carnivore,X,,,
9194,species,Boreal Owl,Aegolius funereus,Boreal Owl,,,Aegolius,funereus,,Carnivore,X,,,
9229,species,Andaman Boobook,Ninox affinis,Andaman Hawk-Owl,,,Ninox,affinis,,Carnivore,X,,,
9249,species,Brown Boobook,Ninox scutulata,Brown Hawk-Owl,,,Ninox,scutulata,,Carnivore,X,,,
9259,species,Hume's Boobook,Ninox obscura,Hume's Hawk-Owl,,,Ninox,obscura,,Carnivore,X,,,
9299,spuh,owl sp.,Strigiformes sp.,owl sp.,,,Strigiformes,sp.,,Carnivore,X,,,
3735,species,Sri Lanka Frogmouth,Batrachostomus moniliger,Sri Lanka Frogmouth,,,Batrachostomus,moniliger,,Canopy-Insectivore,,,,
3736,species,Hodgson's Frogmouth,Batrachostomus hodgsoni,Hodgson's Frogmouth,,,Batrachostomus,hodgsoni,,Canopy-Insectivore,,,,
3410,species,Great Eared-Nightjar,Lyncornis macrotis,Great Eared-Nightjar,,,Lyncornis,macrotis,,Understory-Insectivore,,,X,
3578,species,Jungle Nightjar,Caprimulgus indicus,Jungle Nightjar (Indian Jungle Nightjar),,,Caprimulgus,indicus,,Understory-Insectivore,,,X,
3581,species,Gray Nightjar,Caprimulgus jotaka,Grey Nightjar (Eastern Jungle Nightjar),,,Caprimulgus,jotaka,,Understory-Insectivore,,,X,
3584,slash,Jungle/Gray Nightjar,Caprimulgus indicus/jotaka,Jungle/Gray Nightjar,,,Caprimulgus,indicus/jotaka,,Understory-Insectivore,,,X,
3586,species,Eurasian Nightjar,Caprimulgus europaeus,Eurasian Nightjar (European Nightjar),,,Caprimulgus,europaeus,,Understory-Insectivore,,,X,
3607,species,Sykes's Nightjar,Caprimulgus mahrattensis,Sykes's Nightjar,,,Caprimulgus,mahrattensis,,Understory-Insectivore,,,X,
3611,species,Large-tailed Nightjar,Caprimulgus macrurus,Large-tailed Nightjar,,,Caprimulgus,macrurus,,Understory-Insectivore,,,X,
3619,species,Andaman Nightjar,Caprimulgus andamanicus,Andaman Nightjar,,,Caprimulgus,andamanicus,,Understory-Insectivore,,,X,
3621,species,Jerdon's Nightjar,Caprimulgus atripennis,Jerdon's Nightjar,,,Caprimulgus,atripennis,,Understory-Insectivore,,,X,
3642,species,Indian Nightjar,Caprimulgus asiaticus,Indian Nightjar,,,Caprimulgus,asiaticus,,Understory-Insectivore,,,X,
3654,species,Savanna Nightjar,Caprimulgus affinis,Savanna Nightjar,,,Caprimulgus,affinis,,Understory-Insectivore,,,X,
3689,spuh,Caprimulgus sp.,Caprimulgus sp.,Caprimulgus old world nightjar sp.,,,Caprimulgus,sp.,,Understory-Insectivore,,,X,
3690,spuh,nightjar sp.,Caprimulgidae sp.,nightjar sp.,,,Caprimulgidae,sp.,,Understory-Insectivore,,,X,
3813,species,White-rumped Spinetail,Zoonavena sylvatica,White-rumped Spinetail (White-rumped Needletail),,,Zoonavena,sylvatica,,Aerial-Insectivore,,,,
3864,species,White-throated Needletail,Hirundapus caudacutus,White-throated Needletail,,,Hirundapus,caudacutus,,Aerial-Insectivore,,,,
3867,species,Silver-backed Needletail,Hirundapus cochinchinensis,Silver-backed Needletail,,,Hirundapus,cochinchinensis,,Aerial-Insectivore,,,,
3871,species,Brown-backed Needletail,Hirundapus giganteus,Brown-backed Needletail,,,Hirundapus,giganteus,,Aerial-Insectivore,,,,
3875,spuh,needletail sp.,Hirundapus sp.,Hirundapus needletail sp.,,,Hirundapus,sp.,,Aerial-Insectivore,,,,
3884,species,Plume-toed Swiftlet,Collocalia affinis,Plume-toed Swift (Andaman Glossy Swiftlet),,,Collocalia,affinis,,Aerial-Insectivore,,,,
3930,species,Indian Swiftlet,Aerodramus unicolor,Indian Swiftlet,,,Aerodramus,unicolor,,Aerial-Insectivore,,,,
3955,species,Himalayan Swiftlet,Aerodramus brevirostris,Himalayan Swiftlet,,,Aerodramus,brevirostris,,Aerial-Insectivore,,,,
4004,species,White-nest Swiftlet,Aerodramus fuciphagus,White-nest Swiftlet (Edible-nest Swiftlet),,,Aerodramus,fuciphagus,,Aerial-Insectivore,,,,
4016,spuh,dark swiftlet sp.,Aerodramus sp.,dark swiftlet sp.,,,Aerodramus,sp.,,Aerial-Insectivore,,,,
4017,spuh,swiftlet sp.,Collocalia/Aerodramus sp.,swiftlet sp.,,,Collocalia/Aerodramus,sp.,,Aerial-Insectivore,,,,
4022,species,Alpine Swift,Tachymarptis melba,Alpine Swift,,,Tachymarptis,melba,,Aerial-Insectivore,,,,
4039,species,Common Swift,Apus apus,Common Swift,,,Apus,apus,,Aerial-Insectivore,,,,
4076,species,Blyth's Swift,Apus leuconyx,Blyth's Swift (Fork-tailed Swift),,,Apus,leuconyx,,Aerial-Insectivore,,,,
4079,spuh,fork-tailed swift sp.,Apus pacificus/salimalii/leuconyx/cooki,fork-tailed swift sp.,,,Apus,pacificus/salimalii/leuconyx/cooki,,Aerial-Insectivore,,,,
4080,species,Dark-rumped Swift,Apus acuticauda,Dark-rumped Swift,Near Threatened,,Apus,acuticauda,,Aerial-Insectivore,,,,
4081,species,Little Swift,Apus affinis,Little Swift (Indian House Swift),,,Apus,affinis,,Aerial-Insectivore,,,,
4089,species,House Swift,Apus nipalensis,House Swift (Nepal House Swift),,,Apus,nipalensis,,Aerial-Insectivore,,,,
4094,slash,Little/House Swift,Apus affinis/nipalensis,Little/House Swift,,,Apus,affinis/nipalensis,,Aerial-Insectivore,,,,
4101,spuh,Apus sp.,Apus sp.,Apus sp.,,,Apus,sp.,,Aerial-Insectivore,,,,
4118,species,Asian Palm Swift,Cypsiurus balasiensis,Asian Palm Swift,,,Cypsiurus,balasiensis,,Aerial-Insectivore,,,,
4142,spuh,large swift sp.,Apodidae sp. (large swift sp.),large swift sp.,,,Apodidae,sp.,,Aerial-Insectivore,,,,
4143,spuh,small swift sp.,Apodidae sp. (small swift sp.),small swift sp.,,,Apodidae,sp.,,Aerial-Insectivore,,,,
4144,spuh,swift sp.,Apodidae sp.,swift sp.,,,Apodidae,sp.,,Aerial-Insectivore,,,,
4146,species,Crested Treeswift,Hemiprocne coronata,Crested Treeswift,,,Hemiprocne,coronata,,Aerial-Insectivore,,,,
9366,species,Malabar Trogon,Harpactes fasciatus,Malabar Trogon,,,Harpactes,fasciatus,,Canopy-Insectivore,,,,
9387,species,Red-headed Trogon,Harpactes erythrocephalus,Red-headed Trogon,,,Harpactes,erythrocephalus,,Canopy-Insectivore,,,,
9397,species,Ward's Trogon,Harpactes wardi,Ward's Trogon,,,Harpactes,wardi,,Canopy-Insectivore,,,,
9398,spuh,asian trogon sp.,Apalharpactes/Harpactes sp.,asian trogon sp.,,,Apalharpactes/Harpactes,sp.,,Canopy-Insectivore,,,,
9501,species,Eurasian Hoopoe,Upupa epops,Eurasian Hoopoe,,,Upupa,epops,,Terrestrial-Insectivore,,,X,
9617,species,Great Hornbill,Buceros bicornis,Great Hornbill (Great Pied Hornbill),Vulnerable,,Buceros,bicornis,,Frugivore,,,,
9620,species,Brown Hornbill,Anorrhinus austeni,Brown Hornbill,Near Threatened,,Anorrhinus,austeni,,Frugivore,,,,
9622,species,Indian Gray Hornbill,Ocyceros birostris,Indian Gray Hornbill,,,Ocyceros,birostris,,Frugivore,,,,
9623,species,Malabar Gray Hornbill,Ocyceros griseus,Malabar Gray Hornbill,Vulnerable,X,Ocyceros,griseus,,Frugivore,,,,
9628,species,Malabar Pied-Hornbill,Anthracoceros coronatus,Malabar Pied-Hornbill,Near Threatened,,Anthracoceros,coronatus,,Frugivore,,,,
9629,species,Oriental Pied-Hornbill,Anthracoceros albirostris,Oriental Pied-Hornbill,,,Anthracoceros,albirostris,,Frugivore,,,,
9634,species,Rufous-necked Hornbill,Aceros nipalensis,Rufous-necked Hornbill,Vulnerable,,Aceros,nipalensis,,Frugivore,,,,
9637,species,Wreathed Hornbill,Rhyticeros undulatus,Wreathed Hornbill,Vulnerable,,Rhyticeros,undulatus,,Frugivore,,,,
9640,species,Narcondam Hornbill,Rhyticeros narcondami,Narcondam Hornbill,Vulnerable,,Rhyticeros,narcondami,,Frugivore,,,,
9663,spuh,hornbill sp.,Bucerotidae sp.,hornbill sp.,,,Bucerotidae,sp.,,Frugivore,,,,
9808,species,Blyth's Kingfisher,Alcedo hercules,Blyth's Kingfisher,Near Threatened,,Alcedo,hercules,,Carnivore-Piscivore,,,,
9809,species,Common Kingfisher,Alcedo atthis,Common Kingfisher (Small Blue Kingfisher),,,Alcedo,atthis,,Carnivore-Piscivore,,,,
9826,species,Blue-eared Kingfisher,Alcedo meninting,Blue-eared Kingfisher,,,Alcedo,meninting,,Carnivore-Piscivore,,,,
